CVE_ENT_1,CVE_MUN_1,CVE_LOC,NOMLOC,AGEB
11,023,0399,Tarengo de Parras,0056
11,023,0113,La Gavilana,015A
11,023,0333,Viborillas de Suárez,0130
11,023,0492,Miravalle (La Libertad),015A
11,023,0073,Corrales de Rábago,015A
13,001,0016,El Milagro San Simón,0024
13,004,0014,Ejido de Loma Ancha,0011
13,024,0042,San Miguel Cacaloapan,0048
13,035,0005,Cañada de Flores,0018
13,001,0008,Chauténco,0039
13,001,0003,Alcholoya (El Salto de Alcholoya),001A
13,001,0004,Almoloya,0039
13,024,0042,San Miguel Cacaloapan,0048
13,001,0015,Metepec Primero,0024
13,001,0031,Metepec Segundo,0024
13,001,0051,El Transformador,0024
13,001,0023,Totoapa el Grande,0024
13,024,0034,Santo Domingo Agua Zarca,0048
13,002,0018,Tlaltegco (Venta Quemada),0040
13,002,0021,Tlamimilolpa,0017
13,002,0012,San Pedro Tlachichilco,0017
13,016,0010,Chacalapa,0027
21,071,0033,Tlacomulco,0428
13,003,0026,Xideje,0029
13,003,0011,Dajiedhi,0029
13,009,0004,Fray Francisco,0018
13,009,0008,El Rincón,0018
13,003,0015,La Loma,0090
13,003,0052,El Porvenir,0033
13,009,0006,El Meje,0018
13,009,0005,El Jiadi,0018
13,009,0003,Chimilpa,0018
13,054,0027,Leandro Valle,0121
13,054,0054,Pacheco Leandro Valle,0121
13,055,0014,Santa Mónica,0059
13,055,0018,Zaragoza,0059
13,004,0004,Calabazas Primera Sección,0026
13,004,0015,Plan Grande,0026
13,004,0002,Ejido de Agua Blanca (Cerro Alto),0026
13,004,0008,Chichicaxtle,0026
13,004,0005,Calabazas Segunda Sección,0011
13,004,0013,El Palizar,0011
13,035,0006,El Casco,0018
13,035,0041,Ex-Hacienda de Apulco Parte Alta,0018
13,035,0031,Colonia Nueva Ex-Hacienda de Apulco,0018
13,052,0010,San Isidro Llano Largo,0019
13,006,0029,San Antonio Corrales,004A
13,006,0031,San Francisco Sacachichilco,0020
13,006,0006,Cebolletas,004A
13,006,0009,Deca,0016
13,058,0024,Santiago Ixtlahuaca,0031
13,058,0009,Danghu,0031
13,058,0017,Portezuelo,0031
13,006,0027,La Salitrera,0035
13,017,0015,San Juan el Sabino,0024
13,006,0040,Xothé,004A
13,008,0051,Lomas del Pedregal,0025
13,061,0029,20 de Noviembre [Colonia],0037
13,003,0052,El Porvenir,0033
13,003,0020,La Peña,0033
13,003,0019,El Palomo,0090
13,003,0044,Cuarta Manzana Chicavasco (La Ladera Chicavasco),0090
13,038,0024,Benito Juárez,001A
13,052,0020,San Miguel Tornacuxtla,0023
13,052,0037,Palos Blancos,0023
13,003,0015,La Loma,0090
13,012,0071,Cumbre de Santa Catarina,0066
13,012,0009,La Estancia,0066
13,037,0044,Santa Mónica Autempa,0116
13,036,0030,Llano de las Palmas,0034
13,036,0023,Apartadero,0034
13,012,0015,Paso de Amajac,0032
13,012,0022,Los Sabinos,0013
13,012,0039,Tiltepec,0013
13,024,0035,Santo Tomás Allende,0014
13,024,0068,San Pablo Ojo de Agua,0014
13,010,0030,Atitalaquia [Parque Industrial],0324
13,013,0009,El Pedregal,0044
13,076,0087,Cerrito del Tepeyac,0063
13,013,0027,Santa Cruz del Tezontle,0010
13,063,0025,Benito Juárez,0031
13,014,0011,Pezmatlán,0037
13,015,0020,San Andrés Daboxtha,0053
13,055,0021,Ejido del Mezquital,0044
13,015,0004,El Bingú,0015
13,015,0019,Pozuelos,0072
13,015,0038,La Vega,0015
13,030,0031,Nequeteje,0030
13,015,0021,San Antonio Sabanillas,0053
13,015,0039,Barrio Quixpedhe,0053
13,015,0040,Los Peña,0053
13,015,0028,El Sauz (Juxmaye),0053
13,015,0092,Manzana del Cubo,002A
13,015,0017,Piedra Chica,0015
13,015,0028,El Sauz (Juxmaye),0053
13,015,0006,El Boxo,0015
13,015,0027,Santuario (Santuario Mapethé),0015
13,015,0031,El Vithe,0015
13,015,0087,Cerro Blanco (El Fraile),0049
13,016,0012,Guadalupe Victoria,0205
13,016,0005,El Capulín,0205
13,056,0007,Tilhuacán,015A
13,061,0009,Palo Hueco,0018
13,016,0028,San Lorenzo Sayula,0205
13,056,0008,Ventoquipa,015A
13,017,0005,Bathi,0024
13,044,0013,El Jagüey,0036
13,006,0033,San Pablo Oxtotipan,004A
13,049,0047,Plan de Ayala,0028
13,062,0034,Ixtlapalaco,002A
13,062,0015,El Naranjal,0034
13,062,0061,Soyuco,0034
13,041,0011,Tepeitic,0119
13,006,0007,Cerro Azul,004A
13,030,0046,El Tablón,005A
13,030,0028,Maguey Blanco,005A
13,030,0002,El Alberto,0045
13,054,0040,Xuchitlán,0051
13,054,0036,Chichimecas,0051
13,037,0069,San Antonio Tlaxco,0027
13,039,0003,Ciénega Larga,0017
13,022,0037,San José Chavarría,001A
13,051,0151,Hacienda Margarita,0577
13,051,0154,Lomas de Nopalapa [Privada],0577
13,051,0152,Praderas de Virreyes,0577
13,083,0135,Nueva Esperanza,0072
13,041,0007,Morelos (El Nueve) [Colonia],0015
13,054,0024,Tothie de Rojo Gómez,0121
13,012,0011,Montecillos,0066
13,012,0006,La Cruz (Barrio de la Cruz),0066
13,012,0038,Agua Limpia,0066
13,012,0037,Tezahuapa,0066
13,024,0002,Aguacatitla (El Campamento),0029
13,024,0027,San Miguel Regla,0048
13,001,0016,El Milagro San Simón,0024
13,001,0061,El Cerrito,0039
13,024,0088,San Juan Tlaxocoyucan,0033
13,024,0017,El Peral,0033
13,024,0038,Tlaxocoyucan,0033
30,055,0012,Chapopote Chico (Tlachinolapa),0048
13,025,0060,La Puerta,0011
13,025,0060,La Puerta,0011
13,025,0018,Chalingo,0011
13,025,0069,La Loma,0045
13,011,0029,San Isidro,004A
13,028,0062,Machetla,0047
13,027,0050,Río Beltrán,0020
13,027,0020,Juntas Chicas,0020
30,083,0058,Poza Grande,0057
13,028,0030,Contépec,0047
13,046,0099,El Carrizal,0030
13,028,0013,Aquixcuatitla I,0051
13,026,0041,La Ceiba,0019
13,028,0076,Buena Vista,0047
13,059,0020,Ninthí,0058
13,059,0033,San Miguel Caltepantla,0024
13,059,0059,Joñhé,0077
13,029,0084,Santa Bárbara,0078
13,059,0019,La Mesilla,0077
13,059,0059,Joñhé,0077
13,029,0005,Boye,003A
13,044,0030,San Sebastián Tenochtitlán,0017
22,016,0067,El Sitio,0115
13,015,0022,San Clemente,0015
13,015,0025,San Miguel Jigui,0015
13,015,0115,Palacios,0015
13,030,0051,Chalmita,0030
13,084,0012,El Cerrote,0116
13,084,0042,Puerto Juárez,0116
13,030,0075,El Deca,0045
13,030,0003,Arenalito,0030
13,030,0146,Colonia del Valle Remedios,0030
13,015,0039,Barrio Quixpedhe,0053
13,015,0004,El Bingú,0015
13,030,0032,El Nith,0026
13,030,0153,La Joya [Colonia],0026
13,030,0097,General Felipe Ángeles [Colonia],0026
13,030,0016,Dios Padre,005A
13,058,0017,Portezuelo,0031
13,019,0016,El Xothí,0014
13,030,0019,La Estación,0030
13,054,0036,Chichimecas,0051
13,054,0037,La Flor,0051
13,054,0039,El Mothé,0051
13,055,0017,Yolotepec,0044
13,031,0009,Coñecito,0042
13,042,0020,Tenango,0012
13,004,0014,Ejido de Loma Ancha,0011
13,002,0027,Canales,0017
13,035,0028,El Sabino,0018
13,035,0017,Estación de Apulco,0018
13,077,0002,Acocul la Palma,0145
13,004,0002,Ejido de Agua Blanca (Cerro Alto),0026
13,004,0012,Milpa Vieja (Apulco),0026
13,035,0024,La Victoria,0022
13,081,0003,Atopixco,0059
13,036,0028,El Enzuelado,0015
13,037,0003,San Pedro Amajatlán (Amajatlán),0050
13,081,0005,La Cumbre de Alumbres,0010
13,037,0031,El Pedregal de Zaragoza (El Pedregal),0027
13,037,0032,El Pirú Tepozotlán (El Pirú),0099
13,012,0015,Paso de Amajac,0032
13,045,0012,Vicente Guerrero,0014
13,045,0002,Agua Fría,0014
13,045,0023,Santa Elena,0014
13,045,0019,Puentecillas,0014
13,031,0011,Los Duraznos,0019
13,023,0005,Dengantzha,0017
13,023,0006,Doctor José G. Parres,0017
13,041,0046,El Colorado,0015
13,065,0002,Juandhó,0017
13,067,0004,Santa María Batha,0011
13,067,0013,El Tinaco,0011
13,067,0012,Tenango,0011
13,067,0004,Santa María Batha,0011
13,030,0011,Cuesta Colorada,0011
13,015,0018,El Potrero,002A
13,030,0011,Cuesta Colorada,0011
13,044,0008,Cuaxithi,0017
13,044,0031,La Siempreviva,0036
13,017,0012,San José el Marqués (Escandón),0039
13,017,0013,Nueva Santa Lucía,0039
13,017,0040,Colonia Félix Olvera,0039
13,044,0007,Los Cerritos,0021
13,024,0036,San Lorenzo el Zembo,0048
13,045,0019,Puentecillas,0014
13,012,0038,Agua Limpia,0066
13,024,0025,San José Ocotillos,0014
13,024,0035,Santo Tomás Allende,0014
13,028,0028,Cochiscuatitla,0013
13,028,0106,Xochitzintla,0013
13,028,0075,Poxtla Coacuilco,0047
13,047,0006,Canoas,0038
13,052,0076,Banús,0023
13,052,0004,La Concepción,0023
13,052,0077,Paseo de los Solares,0023
13,052,0014,Santa Catarina,0023
13,052,0052,Nueva Tlaxiaca,0038
13,083,0060,El Mirador,0068
13,038,0032,La Laguna [Barrio],001A
13,048,0149,Camelia (Barrio la Camelia),0016
13,052,0070,La Loma,0023
13,022,0092,El Rialejo,001A
13,022,0091,Xochihuacán [Fraccionamiento],0024
13,022,0019,San Miguel Nopalapa,0024
13,052,0009,Ixcuinquitlapilco,0038
13,052,0017,Tecamatl,0023
13,038,0024,Benito Juárez,001A
13,048,0248,Colonia del Valle,0020
15,036,0011,Tianguistongo,0090
13,003,0007,Cañada Chica Antigua,0029
13,003,0011,Dajiedhi,0029
13,003,0004,Boxaxni,0029
13,003,0012,El Daxtha,0029
13,054,0017,Poxindeje de Morelos,0117
13,055,0004,Cerritos,0010
13,055,0013,Patria Nueva,0044
13,030,0050,Cañada Chica,005A
13,054,0004,El Bondho,0013
13,055,0016,Xitzo,0059
13,055,0009,Hermosillo Monte Noble,0025
13,030,0096,Ex-Hacienda de Ocotza,005A
13,054,0013,Lagunilla,0013
13,003,0004,Boxaxni,0029
13,055,0009,Hermosillo Monte Noble,0025
13,055,0015,El Sitio,003A
13,054,0013,Lagunilla,0013
13,055,0021,Ejido del Mezquital,0044
13,055,0013,Patria Nueva,0044
13,077,0113,Tollancingo,0164
13,016,0035,Tezoquipa,0205
13,077,0071,Pedregal de San Francisco,0164
13,077,0098,San Francisco,0164
13,056,0004,Los Romeros,015A
13,057,0008,Cuatro Palos,002A
13,057,0007,La Comunidad,002A
13,061,0009,Palo Hueco,0018
13,001,0036,Lagunicatlán,0039
13,022,0004,El Guajolote,001A
13,022,0010,El Nopalillo,001A
13,057,0002,Alfajayucan,002A
13,057,0024,El Susto,002A
13,056,0003,Las Lajas,015A
13,057,0060,Las Palomas,0015
13,057,0033,Texcaltitla,0053
13,057,0185,Las Palomas Segunda Sección,0015
13,057,0026,El Cebadal,002A
13,058,0025,Tetzhú,0031
13,006,0037,La Vega,0020
13,058,0004,Caltimacán,0027
13,059,0028,El Salto,0058
13,006,0030,San Antonio Tezoquipan,0016
13,059,0100,La Cruz de Piedra,0024
13,059,0086,El Crucero,0077
13,059,0014,Gandho,0043
13,059,0029,San Antonio,0043
13,059,0033,San Miguel Caltepantla,0024
13,059,0007,Bomanxotha,0077
13,035,0026,Palo Gacho,0018
13,053,0009,Calintla,004A
13,060,0034,San Nicolás,0010
13,060,0026,Peña Blanca,0025
13,061,0029,20 de Noviembre [Colonia],0037
13,061,0003,Los Cides,0022
13,042,0007,Cuxhuacan,0012
13,063,0004,Cañada de Madero,0012
13,063,0015,Santa María Magdalena,0012
13,076,0074,Jardines de San Miguel,0063
13,063,0017,Santiago Tlapanaloya,0027
13,063,0018,Santiago Tlautla,0027
13,076,0021,San Lucas Teacalco,0063
13,076,0061,Nueva Santa María [Colonia],0063
13,063,0101,Tepeji [Parque Industrial],0031
13,064,0006,La Loma,0024
13,017,0022,Zimapantongo,0024
13,064,0003,General Pedro María Anaya,001A
13,064,0019,Colonia Ampliación (Segunda Manzana),001A
13,076,0004,Xiteje de Zapata,0010
13,076,0018,San Francisco Bojay Pueblo,0025
13,067,0013,El Tinaco,0011
13,041,0035,3 de Mayo [Colonia],002A
13,041,0011,Tepeitic,0119
13,067,0013,El Tinaco,0011
13,026,0039,Tlamamala,0019
13,026,0013,Chiatipán,0019
13,064,0014,El Retiro,0024
13,013,0002,San José Acoculco,0044
13,063,0052,Presa Escondida,0031
13,063,0018,Santiago Tlautla,0027
13,063,0047,Presa Escondida 2da. Sección Hacienda la Nopalera,0031
13,063,0099,Amanali,0031
13,010,0032,Tula [Parque Industrial],0324
13,074,0004,Teocalco,0016
13,076,0004,Xiteje de Zapata,0010
13,076,0101,El Crestón,0044
13,001,0030,Las Palmas,0024
13,001,0036,Lagunicatlán,0039
13,056,0035,Emiliano Zapata,0145
13,057,0022,Segundas Lajas,002A
13,057,0181,La Rosa,002A
13,002,0012,San Pedro Tlachichilco,0017
13,002,0027,Canales,0017
13,002,0034,San Martín,0017
13,035,0007,Acocul Cebolletas,0022
13,080,0029,Crisolco,0013
13,014,0020,Tula,0018
13,042,0012,Malila,0027
13,042,0026,Molocotlán,0027
13,036,0015,Tuzanapa,0015
13,052,0052,Nueva Tlaxiaca,0038
13,083,0130,El Mirador Sexta Sección,0068
13,083,0015,San Agustín Zapotlán,002A
13,084,0002,Las Adjuntas,0027
13,084,0180,Los Pilares,0084
13,084,0039,Plutarco Elías Calles (Santiago),0084
13,084,0099,Cruz Pinta,0084
13,084,0090,El Álamo,0050
13,084,0132,Tlalpan,0065
13,084,0133,El Tule,0065
13,084,0005,Álvaro Obregón (Temuthe),0101
13,084,0004,Aguas Blancas,0084
13,084,0099,Cruz Pinta,0084
13,031,0020,Minas Viejas,0057
13,084,0027,Lázaro Cárdenas (Remedios),0065
13,084,0003,El Aguacatito,0101
13,028,0031,La Corrala,0013
14,001,0036,Las Motas,0052
14,001,0063,Tierras Coloradas,0052
14,001,0054,El Refugio (Paredones),0029
14,003,0021,La Peña,0019
14,003,0007,Chapulimita (Chapuli),0019
14,003,0038,Portes Gil (San Ignacio),0057
14,006,0027,Labor de Solís,0082
14,006,0059,La Villita,0097
14,008,0283,Santiaguito (Santiaguito de Velázquez),0091
14,008,0026,Bajío Seco,0087
14,008,0283,Santiaguito (Santiaguito de Velázquez),0091
14,011,0029,Trigo de Alteñas,0025
14,011,0024,Soyatlán del Oro,0044
14,011,0030,Yerbabuena,0025
14,013,0054,El Nacimiento,0034
14,014,0028,Tultitán,007A
14,014,0020,Poncitlán,0027
14,015,0055,Mezquitán (San Francisco de Abajo),0024
14,015,0053,El Mentidero,0024
14,015,0081,Tecomatlán,0081
14,015,0053,El Mentidero,0024
14,016,0052,Los Once Pueblos,0040
14,016,0055,Palo Blanco,0055
14,017,0103,Santa Rosalía,0048
14,020,0020,Chacala,0024
14,104,0020,Cartagena,0030
14,050,0014,San Pedro Tesistán,0061
14,031,0069,Tepizuac,0066
14,031,0069,Tepizuac,0066
14,032,0016,Jalpa,003A
14,033,0095,El Terrero de Villareño (Terrero de Carmen),0075
14,033,0072,El Refugio de Vázquez,0075
14,033,0008,Los Arrayanes,0022
14,033,0008,Los Arrayanes,0022
14,035,0300,La Trinidad,0050
14,038,0045,Llano Grande,0029
14,040,0085,La Venta de Mochitiltic,0031
14,042,0037,Salitre de Abajo,006A
14,042,0043,San Nicolás de Acuña,0089
14,042,0173,Colonia las Granjas,006A
14,043,0165,La Mesa,0033
14,043,0081,Las Pilas,0086
14,043,0030,La Conchita,0090
14,044,0003,Buenavista,0026
14,045,0142,Trejos,0095
14,045,0141,Las Trancas,0080
14,045,0008,Agua Rica,0076
14,048,0128,San José de la Paz,0044
14,049,0195,Tazumbos,0130
14,049,0091,Huichitila,0111
14,052,0012,Los Corrales (Villa de Guadalupe),0032
14,053,0582,El Torreón,003A
14,053,0079,La Escondida,0148
14,053,0559,El Arenal,0383
14,053,0923,Rancho Jl [Fraccionamiento Valle de los Reyes],0415
14,053,0135,La Merced (La Chona),0148
14,053,0772,La Palma,0256
14,053,0028,Buenavista (San Miguel),0241
14,053,0095,La Isla,0190
14,053,0309,Torrecillas (El Lindero),0241
14,053,0161,Las Palomas,0260
14,053,0275,Santa Inés,0237
14,053,0766,Villas Ecológicas los Nardos (Los Nardos),0398
14,053,0065,La Cruz,0294
14,053,0324,La Virgen,0241
14,055,0006,Ojo Zarco,0034
14,057,0003,Las Cuevas,0039
14,058,0131,La Plata,0125
14,059,0012,La Cofradía,0033
14,059,0032,Los Guayabos,0033
14,059,0116,Paso de los Arrieros,0014
14,059,0047,Puerta del Zapatero,0033
14,061,0482,San José el Tesorero,014A
14,061,0015,Las Bocas,0065
14,061,1103,Mayehekwa Pueblo Nuevo 2,021A
14,061,0190,San Andrés Cohamiata,0205
14,062,0012,La Laja,0024
01,002,0034,Las Negritas,0067
14,065,0069,El Quemado,0098
14,065,0003,El Agostadero,005A
14,065,0052,El Naranjo,005A
14,065,0035,Huizaches,005A
14,066,0002,Agua Caliente,0023
14,066,0037,La Zapotera,0023
14,067,0109,Colonia Paso del Guayabo,1404
14,067,0178,Colonia los Robles,1404
14,067,0086,El Nogalito,0162
14,067,0014,El Colorado,0035
14,067,0247,Los Ángeles,0020
14,067,0127,La Arboleda (Lomas del Valle),0020
14,067,0257,Ojo de Agua,0020
14,067,0057,El Zancudo,0020
14,068,0023,Carreón,0102
14,068,0069,Mezcales,009A
14,068,0076,La Nancita,0102
14,068,0023,Carreón,0102
14,068,0084,Pabelo,0102
14,068,0040,La Eca,0102
14,069,0138,Rafael Picazo (Santa Cruz),0010
14,069,0059,Lázaro Cárdenas (San Diego),0025
14,120,0568,Milpillas Mesa de San Juan,002A
14,073,0296,Mezquitic de la Magdalena,0117
14,073,0229,El Torque (El Agostadero),0013
14,073,0003,Agua de Obispo,0102
14,077,0020,Santa Cruz de las Flores,0065
14,077,0017,San Isidro Palo Verde,0050
14,077,0010,Labor de Medina,0031
14,080,0021,Copales (Los Copalitos),0094
14,080,0014,El Carrizo,0056
14,083,0005,Cuxpala,0081
14,083,0219,Ventura Flores Navarro,001A
14,083,0010,Las Navajas,0077
14,083,0017,San Juan de los Arcos,0077
14,084,0033,La Cañada,0036
14,084,0077,Desmoronado (El Real),0110
14,084,0066,La Cuesta,0214
14,085,0477,Colonia la Divina Providencia,0156
14,085,0089,Las Vallas,0141
14,085,0156,Soyatlán de Afuera,0071
14,085,0038,Villa de Contla (Contla),0033
14,085,0153,San Vicente,0141
14,086,0030,San Antonio (San Antonio de Padua),0045
14,086,0030,San Antonio (San Antonio de Padua),0045
14,108,0295,Miseria y Ánimas,0059
14,087,0008,Ahuijullo,0165
14,088,0025,Quila,0020
14,088,0005,Ayotitlán,0105
14,090,0017,Miraplanes,0048
14,090,0008,Colotitlán,0052
14,093,0186,Mezcala,0035
14,093,0341,Los Sauces,0177
14,093,0794,Paleta Chica,0228
14,055,0004,Lo de Guevara (La Loma),0068
14,094,0317,Potrero de la Mula (Luis Donaldo Colosio),0193
14,094,0140,San Pedro Analco,009A
14,094,0767,La Explanada,0225
14,097,0045,El Cortijo,2416
14,097,0874,La Nueva Esperanza II (Los Cantaros) [Fraccionamiento],2308
14,097,0852,Tierra de la Esperanza (Rinconada de los Nogales),2308
14,099,0074,Nuevo Zopoma (El Bolitar),0024
14,122,0039,Telcruz,0024
14,100,0053,Gargantillo (La Hacienda),0084
14,100,0143,San Rafael de los Moreno,0031
14,100,0100,Las Partidas,0101
14,100,0167,El Tule,0099
14,100,0092,El Naranjo,0173
14,100,0039,La Cumbre,0258
14,102,0010,Coatlancillo,0021
14,104,0020,Cartagena,0030
14,108,0031,Montelongo,0129
14,108,0041,Platanar,0097
14,109,0071,Pedrito [Estación],008A
14,110,0034,La Piñuela,0023
14,111,0065,Puerta de Macias,004A
14,113,0023,La Guadalupe,0063
14,113,0023,La Guadalupe,0063
14,113,0029,El Jazmín,0082
14,116,0045,San Juanico de Arriba,0050
14,116,0109,Laguna de Mirasoles,0050
14,116,0018,Custique,007A
14,116,0044,San Juanico de Abajo,007A
14,116,0006,Arroyo Seco de Arriba,0031
14,116,0028,Los Mimbres,0050
14,117,0065,Temacapulín (Temaca),0024
14,118,0056,Huisquilco (Huiscuilco),0040
14,118,0056,Huisquilco (Huiscuilco),0040
14,118,0225,Agua Colorada,0074
14,119,0006,El Briseño (Los Briseño),0029
14,009,0043,Santa Sofía,0012
14,120,0460,San José del Astillero [Parque Industrial],0142
14,120,0279,Lomas de Montechelo (El Pedregal),0034
14,120,0356,Ejido Copalita,0123
14,123,0034,Rancho Nuevo,0017
14,123,0003,Ahuatlán,0021
14,124,0360,Bugambilias [Fraccionamiento],0071
14,124,0168,San José de las Flores (Gallinas de Arriba),0033
15,003,0092,Santa Ana Matlavat Primera Manzana,016A
15,003,0093,Santa Ana Matlavat Segunda Sección,0155
15,071,0006,Encinillas,0066
15,003,0094,Gunyo Centro,0155
15,004,0005,Buenos Aires,0059
15,005,0152,Loma del Rancho,0253
15,005,0100,Barrio de la Cabecera Tercera Sección,0304
15,005,0138,Ejido de San Lorenzo Cuauhtenco,0287
15,040,0010,Plan de San Miguel,006A
15,038,0015,Colonia Miraflores,0042
15,038,0006,Colonia Palma,0042
15,038,0019,Ejido Miraflores,0057
15,038,0016,Ejido Palma (Ejido San Francisco),0057
17,015,0006,Palpan de Baranda,0070
15,063,0042,Los Manantiales (El Río Chiquito),0098
15,063,0010,Chalmita,0098
15,063,0021,Santa Ana,0100
17,015,0006,Palpan de Baranda,0070
15,052,0008,Chalma,0094
15,063,0008,Colonia Doctor Gustavo Baz,0083
15,063,0024,Santa Martha,0083
15,101,0052,Colonia Campesina,0118
15,082,0171,Tenería (Pueblo Nuevo),0252
15,087,0008,Ejido de Dolores,0121
13,013,0018,Praderas del Potrero,0044
13,013,0029,Paseos de la Pradera,0044
15,010,0027,Ejidos de Santa María,0041
15,010,0030,Colonia Ermita,0041
15,102,0031,Tercera Manzana de Barrio Morelos,0079
15,040,0013,El Salitre,006A
15,052,0021,San Andrés Nicolás Bravo,0111
15,119,0002,Guadalupe Ahuacatlán,0057
15,081,0007,San Juan Pueblo Nuevo,0490
15,085,0037,Santa Rosa Solís,0108
15,014,0022,Mayé el Fresno,0178
15,014,0027,La Palma,0178
15,014,0092,Zona Industrial,0197
15,014,0047,San Juan de los Jarros,0163
15,083,0003,Santiago Zula,0033
15,045,0010,Danxho,0244
15,026,0026,Tenjay,0111
15,032,0018,Santiago Huitlapaltepec,0049
15,007,0018,San Sebastián el Grande,0050
13,063,0005,La Loma,0046
15,035,0011,San Miguel de los Jagüeyes,0093
13,013,0018,Praderas del Potrero,0044
13,052,0005,Chapultepec de Pozos,0080
15,039,0017,Zoquiapan,0711
15,042,0069,Colonia Cuauhtémoc,0149
15,101,0048,Colonia las Granjas,0103
15,047,0007,Loma de Endotzi (Manzana Sexta),0145
15,047,0010,Ejido Loma de Malacota (Loma de Malacota),0107
15,056,0012,Tlalpujahuilla,0159
15,047,0013,Ejido de Mañi,0130
15,047,0023,San Martín Morelos,0145
15,048,0005,Mavoro,0176
15,074,0126,Ejido del Tunal Nenaxi,0195
15,048,0033,San José Boqui,0227
15,051,0014,Zacamulpa Tlalmimilolpan,0167
15,051,0032,Colonia Reforma Tlalmimilolpan,0152
15,051,0013,Zacamulpa Huitzizilapan (San Isidro),0148
15,056,0021,La Cofradía,0106
15,056,0016,Barrio Primero (La Calavera),0106
15,057,0270,La Rosa,107A
15,060,0068,Joya del Tejocote,0490
15,095,0043,Granjas Hogar y Petrohuertos Delegación,0123
15,060,0084,Barrio de Guadalupe,0486
13,083,0031,Venustiano Carranza,002A
15,016,0020,Zacatepec,0100
15,016,0015,San Pablo Xuchitl,0115
15,064,0020,Presa Brockman,0076
15,064,0009,La Concepción (La Concepción Segunda),0061
15,064,0027,Santiago Oxtempan,0057
15,067,0002,La Concepción de Hidalgo,0133
15,067,0002,La Concepción de Hidalgo,0133
15,087,0040,Llano de la Y,0155
13,044,0077,Puerto Dañu,0021
13,044,0005,El Fresno (Casas Viejas),0017
13,063,0008,Ojo de Agua,0012
15,079,0005,Ignacio Zaragoza (Zaragoza),005A
15,045,0027,San Miguel de la Victoria,0155
15,004,0016,Sexta Manzana,0063
15,082,0547,Colonia Benito Juárez (Lázaro Cárdenas del Río),0322
15,082,0055,Cuadrilla de López,0248
15,082,0152,Salitre de Acamuchitlán (El Salitre),0337
15,082,0141,Rincón del Guayabal,0322
15,082,0176,Santo Domingo-Zacatepec,0248
13,075,0009,Las Pintas,0013
15,086,0003,San Sebastián Carboneras (Carboneras),0124
15,110,0083,Atesquelites (Tres Quelites),0174
15,097,0051,Las Lágrimas,0081
15,090,0079,La Hacienda,0108
15,024,0112,Barrio Tlatenco,030A
15,075,0007,San Antonio de las Palmas,0116
15,075,0013,Santa María Tezompa,0116
15,075,0010,Santiago Tepetitlán,0120
13,063,0005,La Loma,0046
15,095,0032,La Concepción,034A
15,060,0096,Ampliación el Rosario,0490
15,101,0013,San Lorenzo Huehuetitlán,0118
15,099,0031,San Nicolás Tlaminca,0419
15,099,0032,San Pablo Ixayoc,0457
15,006,0002,Colonia Loma Linda,0034
15,009,0007,Santa Isabel Chalma,0074
15,106,0107,San Carlos Autopan,1305
15,106,0145,Xicaltepec,1288
15,106,0143,Barrio Bordo Nuevo,1288
15,106,0145,Xicaltepec,1288
15,106,0139,Ejido de Almoloya de Juárez,1273
15,106,0059,Palmillas,1339
15,106,0177,La Planada (El Arenal),1339
15,106,0148,De Jesús 1ra. Sección,1305
15,032,0011,San Francisco Mihualtepec,0053
15,110,0048,La Volanta,016A
15,110,0015,Cuadrilla de Dolores,0174
15,007,0021,Polvillos (San Bartolo Quinta Sección),0050
15,078,0042,Frontón Vivero,0067
15,110,0088,El Durazno,016A
15,078,0042,Frontón Vivero,0067
15,111,0033,Barrio de San Miguel,0063
15,111,0038,Barrio de Santiago,0078
15,032,0014,Ranchería de San Martín Obispo,0053
15,111,0013,El Jacal,0078
15,026,0038,La Soledad (El Mogote),0126
15,113,0002,Buenavista,0091
15,114,0024,San Agustín Canohillas Segunda Sección,021A
15,114,0067,Agua Zarca,014A
15,114,0144,Barrio el Ocote,0169
15,114,0033,Sansón,021A
15,114,0038,Turcio Primera Sección,0224
15,095,0066,Tierras Blancas del Sur,0142
15,124,0093,El Salto la Venta (Barrio el Salto),0057
15,124,0048,Guadalupe Buenavista,0061
15,124,0120,La Trinidad Concepción,0042
15,007,0014,San Lucas,007A
15,007,0025,El Capulín Tercera Sección (Palo Mancornado),0050
15,045,0002,San Juan Acazuchitlán (San Juanico),0140
13,044,0033,San Sebastián de Juárez,0036
13,044,0132,El Mogote,0036
15,026,0037,Xhote,0111
13,063,0008,Ojo de Agua,0012
15,079,0002,El Divisadero de Zapata,005A
15,045,0027,San Miguel de la Victoria,0155
15,075,0008,San Pablo Ixquitlán,0120
15,074,0232,Ampliación de San Antonio la Ciénega,0180
15,074,0076,San Antonio Mextepec,0231
15,074,0018,La Concepción Chico (El Centro),0161
15,074,0022,Chichilpa,0180
15,074,0051,Purísima Concepción Mayorazgo (Mayorazgo),0195
15,103,0002,San Antonio Tlaltecahuacán,0112
15,085,0053,Ahuacatitlán Cuarto y Quinto Cuartel,0108
15,052,0014,Pachuquilla,0107
15,123,0177,El Reparo de Nanchititla (El Reparo),0098
19,040,0010,Charco Blanco,0250
19,004,0022,Los Sabinos (Sabinos de Abajo),0038
19,004,0014,Lazarillos de Abajo,0019
19,041,0461,American Industries Apodaca [Parque Industrial],0027
19,045,0551,Valle del Norte,0168
